n,j,u[n][j],exact,error
58,2,0.111379,0.536537,381.721541
58,3,0.134116,0.502660,274.793994
58,4,0.146012,0.456406,212.580238
58,5,0.146088,0.398914,173.063212
58,6,0.134320,0.331598,146.871906
58,7,0.111646,0.256118,129.402449
58,8,0.079895,0.174332,118.200282
58,9,0.041643,0.088252,111.925741
58,10,0.000000,0.000000,0.000000
59,0,0.040201,0.558608,1289.545455
59,1,0.077160,0.551731,615.047361
59,2,0.107894,0.531268,392.398200
59,3,0.129915,0.497724,283.114870
59,4,0.141432,0.451924,219.533292
59,5,0.141500,0.394996,179.149423
59,6,0.130096,0.328342,152.384889
59,7,0.108131,0.253603,134.533889
59,8,0.077377,0.172619,123.087483
59,9,0.040330,0.087386,116.676307
59,10,0.000000,0.000000,0.000000
60,0,0.038944,0.553122,1320.293661
60,1,0.074747,0.546312,630.882309
60,2,0.104517,0.526051,403.315745
60,3,0.125845,0.492836,291.622573
60,4,0.136996,0.447485,226.641605
60,5,0.137056,0.391116,185.370762
60,6,0.126005,0.325117,158.019607
60,7,0.104727,0.251112,139.778100
60,8,0.074940,0.170924,128.081691
60,9,0.039059,0.086527,121.530646
60,10,0.000000,0.000000,0.000000
61,0,0.037726,0.547690,1351.738771
61,1,0.072409,0.540947,647.075364
61,2,0.101245,0.520884,414.479337
61,3,0.121901,0.487995,300.321164
61,4,0.132698,0.443091,233.908606
61,5,0.132751,0.387275,191.730262
61,6,0.122043,0.321924,163.778835
61,7,0.101431,0.248646,145.137687
61,8,0.072580,0.169246,133.185402
61,9,0.037828,0.085678,126.491192
61,10,0.000000,0.000000,0.000000
62,0,0.036546,0.542311,1383.895512
62,1,0.070143,0.535634,663.634146
62,2,0.098075,0.515768,425.894265
62,3,0.118080,0.483203,309.214802
62,4,0.128535,0.438739,241.337802
62,5,0.128582,0.383472,198.231024
62,6,0.118207,0.318762,169.665406
62,7,0.098240,0.246204,150.615306
62,8,0.070295,0.167583,138.401161
62,9,0.036637,0.084836,131.560430
62,10,0.000000,0.000000,0.000000
63,0,0.035403,0.536985,1416.778994
63,1,0.067947,0.530374,680.566467
63,2,0.095003,0.510703,437.565949
63,3,0.114379,0.478457,318.307741
63,4,0.124502,0.434430,248.932781
63,5,0.124544,0.379706,204.876215
63,6,0.114491,0.315632,175.682212
63,7,0.095150,0.243786,156.213668
63,8,0.068082,0.165937,143.731563
63,9,0.035483,0.084003,136.740889
63,10,0.000000,0.000000,0.000000
64,0,0.034295,0.531711,1450.404709
64,1,0.065820,0.525165,697.880333
64,2,0.092027,0.505687,449.499941
64,3,0.110794,0.473758,327.604340
64,4,0.120596,0.430163,256.697211
64,5,0.120633,0.375977,211.669071
64,6,0.110893,0.312532,181.832205
64,7,0.092157,0.241392,161.935538
64,8,0.065940,0.164308,149.179256
64,9,0.034366,0.083178,142.035150
64,10,0.000000,0.000000,0.000000
65,0,0.033221,0.526489,1484.788538
65,1,0.063759,0.520007,715.583950
65,2,0.089144,0.500721,461.701927
65,3,0.107320,0.469105,337.109056
65,4,0.116812,0.425939,264.634843
65,5,0.116845,0.372284,218.612899
65,6,0.107408,0.309463,188.118401
65,7,0.089259,0.239021,167.783740
65,8,0.063865,0.162694,154.746937
65,9,0.033284,0.082361,147.445844
65,10,0.000000,0.000000,0.000000
66,0,0.032181,0.521319,1519.946761
66,1,0.061762,0.514900,733.685726
66,2,0.086350,0.495803,474.177727
66,3,0.103955,0.464498,346.826453
66,4,0.113147,0.421756,272.749515
66,5,0.113176,0.368628,225.711079
