n,j,u[n][j],exact,error
68,0,0.510138,0.511129,0.194319
68,1,0.503857,0.504836,0.194319
68,2,0.485170,0.486113,0.194319
68,3,0.454536,0.455419,0.194319
68,4,0.412710,0.413512,0.194319
68,5,0.360722,0.361423,0.194319
68,6,0.299851,0.300434,0.194319
68,7,0.231598,0.232048,0.194319
68,8,0.157641,0.157948,0.194319
68,9,0.079803,0.079958,0.194319
69,0,0.505113,0.506109,0.197180
69,1,0.498894,0.499878,0.197180
69,2,0.480391,0.481339,0.197180
69,3,0.450059,0.450947,0.197180
69,4,0.408645,0.409451,0.197180
69,5,0.357169,0.357873,0.197180
69,6,0.296898,0.297484,0.197180
69,7,0.229317,0.229769,0.197180
69,8,0.156089,0.156396,0.197180
69,9,0.079017,0.079173,0.197180
70,0,0.500138,0.501139,0.200040
70,1,0.493981,0.494969,0.200040
70,2,0.475660,0.476611,0.200040
70,3,0.445626,0.446518,0.200040
70,4,0.404620,0.405430,0.200040
70,5,0.353651,0.354359,0.200040
70,6,0.293974,0.294562,0.200040
70,7,0.227058,0.227512,0.200040
70,8,0.154551,0.154860,0.200040
70,9,0.078239,0.078395,0.200040
71,0,0.495212,0.496217,0.202901
71,1,0.489115,0.490108,0.202901
71,2,0.470975,0.471930,0.202901
71,3,0.441237,0.442133,0.202901
71,4,0.400635,0.401448,0.202901
71,5,0.350168,0.350878,0.202901
71,6,0.291078,0.291669,0.202901
71,7,0.224822,0.225278,0.202901
71,8,0.153029,0.153339,0.202901
71,9,0.077468,0.077625,0.202901
72,0,0.490335,0.491344,0.205761
72,1,0.484298,0.485294,0.205761
72,2,0.466336,0.467296,0.205761
72,3,0.436891,0.437790,0.205761
72,4,0.396689,0.397505,0.205761
72,5,0.346719,0.347432,0.205761
72,6,0.288212,0.288805,0.205761
72,7,0.222607,0.223065,0.205761
72,8,0.151522,0.151834,0.205761
72,9,0.076705,0.076863,0.205761
73,0,0.485505,0.486518,0.208622
73,1,0.479528,0.480528,0.208622
